SeniorCitizen,Partner,Dependents,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,tenure,MonthlyCharges,Churn
0,Yes,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),72,24.1,No
0,No,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,1,45.55,No
0,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,51,93.8,No
0,Yes,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),41,19.7,No
0,Yes,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),72,70.65,No
0,Yes,No,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),43,86.45,No
0,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),72,114.1,No
0,Yes,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),47,95.2,No
0,No,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),72,88.55,No
0,No,No,No,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),3,20.75,No
0,No,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,70.05,Yes
0,No,No,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,2,86.0,Yes
0,No,No,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),26,44.65,No
0,Yes,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,29,60.2,No
1,Yes,No,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),35,100.5,Yes
0,No,No,No,DSL,Yes,Yes,No,No,No,No,One year,No,Bank transfer (automatic),27,55.45,No
0,Yes,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),24,70.3,No
0,Yes,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),67,60.4,No
0,No,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,16,72.65,Yes
0,No,No,No,DSL,No,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),23,55.8,No
0,No,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,14,31.1,No
0,Yes,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,21.0,Yes
1,No,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,1,45.1,Yes
1,No,No,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),4,50.95,No
0,No,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,16,69.1,No
0,Yes,No,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,46,43.95,No
0,No,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),68,86.5,No
0,No,No,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,38,69.95,No
1,Yes,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),30,50.4,Yes
1,No,No,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,5,78.95,Yes
0,No,No,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),17,90.95,No
0,Yes,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,4,19.9,No
0,No,No,No,No,No,No,No,No,No,No,One year,No,Electronic check,12,20.15,No
0,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),72,90.6,No
0,No,No,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,3,92.0,No
0,No,No,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,56,94.45,Yes
0,No,No,Yes,No,No,No,No,No,No,No,One year,Yes,Mailed check,41,24.85,No
0,No,No,No,DSL,No,Yes,No,Yes,No,No,One year,No,Credit card (automatic),40,36.0,No
0,No,No,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,7,78.5,No
0,No,No,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),69,19.95,No
0,Yes,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,7,20.65,No
0,Yes,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,5,30.5,No
0,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),72,106.1,No
0,Yes,Yes,No,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),44,20.5,No
0,No,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,65,95.5,No
0,No,No,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,3,64.6,No
0,No,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),24,51.1,No
0,No,No,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44,84.8,Yes
1,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),72,89.1,No
0,No,No,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,24,54.95,No
0,No,No,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,1,50.9,Yes
0,Yes,No,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),22,20.45,No
0,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),70,85.95,No
0,Yes,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,25,60.35,No
0,Yes,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),37,19.8,No
1,Yes,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),22,85.35,No
0,Yes,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),59,72.1,No
0,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,49,99.8,Yes
0,Yes,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),47,107.35,Yes
0,Yes,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,31,19.55,Yes
0,Yes,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,1,81.05,No
0,No,No,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,3,20.5,No
0,Yes,No,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),53,111.8,No
0,No,No,No,No,No,No,No,No,No,No,One year,Yes,Mailed check,20,19.7,No
0,No,No,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,3,79.1,Yes
0,No,No,No,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),51,19.85,No
0,Yes,No,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),51,60.5,No
0,Yes,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,13,19.55,No
0,No,No,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,1,20.9,No
0,No,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,1,21.05,No
0,No,No,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Electronic check,63,71.5,No
0,No,No,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,3,54.65,No
0,No,No,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),46,19.2,No
0,No,No,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),1,49.8,No
0,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,8,25.5,Yes
0,Yes,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),71,20.5,No
0,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),55,90.4,No
0,No,No,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),70,90.25,No
0,No,No,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,2,80.75,Yes
0,Yes,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),67,104.6,No
0,Yes,No,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),65,91.85,Yes
0,Yes,No,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),14,50.2,No
0,Yes,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),20,95.5,No
0,No,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,1,75.35,Yes
0,No,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,75.45,Yes
0,Yes,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),49,95.4,No
0,No,No,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),72,101.3,No
0,Yes,No,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,46,53.1,No
0,No,No,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),24,84.85,No
0,Yes,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,5,34.25,No
0,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),33,88.6,No
0,No,No,Yes,DSL,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),42,60.15,No
0,No,No,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),23,99.95,No
0,No,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),8,70.7,No
0,No,No,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,66,54.8,No
0,No,No,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),24,49.55,Yes
1,No,No,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),24,54.8,No
0,No,No,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),69,78.6,Yes
0,No,No,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,53,100.3,No
0,No,No,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,60,53.6,No
0,Yes,No,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,7,81.1,Yes
0,No,No,No,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),20,19.35,No
0,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,23,85.6,No
0,Yes,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,72,80.8,No
0,Yes,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,11,74.95,Yes
0,No,No,No,No,No,No,No,No,No,No,Two year,No,Mailed check,21,19.6,No
1,No,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1,93.55,Yes
1,No,No,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,31,90.7,No
0,No,No,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,57,69.75,No
0,Yes,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),45,20.0,No
0,No,No,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,10,95.25,No
0,Yes,No,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),58,102.1,Yes
0,No,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,14,19.95,No
0,Yes,No,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Mailed check,27,80.85,No
0,Yes,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),14,90.9,Yes
0,Yes,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,12,29.2,Yes
0,Yes,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),69,93.3,No
0,Yes,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),25,89.15,Yes
1,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,58,108.85,Yes
0,Yes,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),35,46.35,No
1,No,No,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,16,84.75,Yes
0,Yes,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),45,78.75,No
0,No,No,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,17,83.55,No
0,Yes,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,45.7,Yes
0,No,No,No,No,No,No,No,No,No,No,One year,No,Mailed check,22,19.6,No
1,No,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,69.95,Yes
0,Yes,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Mailed check,67,67.85,No
0,Yes,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),67,105.65,No
0,Yes,No,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,2,44.6,Yes
0,No,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,23,74.95,Yes
1,No,No,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),9,75.5,No
0,No,No,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,5,20.15,No
0,No,No,No,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),54,45.2,No
0,No,No,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,57,95.25,Yes
0,No,No,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,24,89.85,Yes
0,Yes,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Mailed check,49,100.45,Yes
0,No,No,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,5,47.15,Yes
0,No,No,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,2,80.2,Yes
0,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,4,87.1,Yes
0,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),70,79.25,No
0,No,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),5,75.9,Yes
0,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,53,85.7,No
0,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,47,98.75,Yes
0,No,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),31,20.1,No
0,Yes,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),13,61.8,No
0,Yes,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,28,49.9,No
0,No,No,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,10,86.45,Yes
0,Yes,No,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),38,20.4,No
0,No,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,1,45.3,Yes
0,Yes,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,67,104.1,Yes
0,Yes,No,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,52,75.4,No
0,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,62,108.15,No
0,No,No,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,16,86.25,No
1,Yes,No,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,5,81.0,Yes
0,No,No,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,12,95.7,No
0,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),72,116.85,No
1,No,No,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),71,105.75,No
0,Yes,No,No,No,No,No,No,No,No,No,One year,No,Mailed check,24,20.15,No
0,No,No,No,No,No,No,No,No,No,No,Two year,No,Mailed check,15,19.6,No
0,Yes,No,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),67,90.6,Yes
0,No,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),2,60.95,No
0,Yes,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,5,25.05,No
0,Yes,No,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,15,88.15,Yes
0,No,No,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,1,20.2,Yes
0,Yes,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),41,60.3,No
0,No,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,43,63.95,No
1,Yes,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,1,74.3,No
1,No,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,1,70.6,No
0,Yes,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,26,90.8,Yes
0,No,No,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,22,79.35,Yes
0,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),71,90.55,No
0,No,No,No,No,No,No,No,No,No,No,Two year,No,Mailed check,7,19.45,No
1,No,No,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),28,64.45,No
1,No,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,16,69.65,No
0,No,No,No,No,No,No,No,No,No,No,One year,No,Mailed check,7,19.5,No
0,No,No,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),69,110.5,No
0,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,1,24.7,No
0,No,No,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,3,77.4,No
1,No,No,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),21,96.8,Yes
0,Yes,No,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69,85.4,No
0,Yes,No,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),71,47.6,No
0,Yes,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,69,19.4,No
0,No,No,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,48,103.85,No
0,Yes,No,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),47,83.35,Yes
0,No,No,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,2,49.4,Yes
0,No,No,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),45,108.45,No
0,No,No,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),51,81.0,No
0,Yes,No,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,22,79.2,Yes
0,No,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),72,86.65,No
0,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,37,92.95,No
0,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,71,90.35,No
0,Yes,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,7,48.7,Yes
0,No,No,Yes,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),66,25.15,No
0,Yes,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),51,76.4,No
0,Yes,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),30,19.55,No
0,No,No,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,34,85.35,No
0,Yes,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Mailed check,64,24.8,No
1,Yes,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),65,103.15,No
0,No,No,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,47,100.75,No
0,No,No,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1,95.6,Yes
0,No,No,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),49,59.75,Yes
0,Yes,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),67,94.1,No
0,No,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),39,19.35,No
0,No,No,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,14,19.9,No
1,No,No,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),43,108.15,Yes
1,No,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,56,101.05,No
0,No,No,No,DSL,No,No,No,Yes,No,Yes,One year,No,Credit card (automatic),14,59.1,No
0,No,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,1,71.35,Yes
0,Yes,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,16,55.85,No
0,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,70,106.05,No
1,Yes,No,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),72,84.1,No
0,Yes,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),23,75.3,No
0,No,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,21,24.7,No
0,No,No,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,1,20.15,Yes
0,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),1,69.75,Yes
1,Yes,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,32,93.2,Yes
0,Yes,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,17,80.85,Yes
0,No,No,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,4,33.65,Yes
0,No,No,Yes,DSL,No,No,Yes,No,No,No,One year,No,Electronic check,36,55.8,No
0,No,No,No,DSL,No,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),50,39.7,No
0,Yes,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),48,29.5,No
0,No,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),50,20.15,No
0,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),72,79.55,No
0,No,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),10,24.8,No
0,No,No,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,18,19.65,No
0,No,No,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,1,79.95,Yes
0,No,No,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,1,19.3,Yes
0,No,No,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,9,94.05,No
0,No,No,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,2,90.75,No
0,Yes,No,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),40,78.85,No
0,Yes,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),69,99.5,No
0,Yes,No,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,37,99.2,Yes
0,No,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),18,80.55,No
1,Yes,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,11,70.2,No
0,Yes,No,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),8,85.2,Yes
0,No,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,3,75.25,Yes
0,Yes,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,No,Credit card (automatic),55,59.45,No
0,Yes,No,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,33,93.35,No
0,No,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),46,44.95,No
0,No,No,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),34,26.1,No
0,No,No,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,3,20.2,No
0,Yes,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,30,21.25,No
0,No,No,Yes,DSL,Yes,No,No,Yes,No,No,One year,No,Electronic check,33,59.4,No
0,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),45,95.0,No
0,No,No,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,40,61.9,No
